epoch,costo_total,main_loss,preds_loss,vista_0_PPI,vista_1_Co-expression,vista_2_ME,vista_3_ProteinComplex,vista_4_Pathway
80,0.314879,0.02083554,0.032537617,0.098863855,0.072623655,0.09398176,0.099571005,0.09289619
90,0.3054818,0.038275357,0.019645443,0.08962601,0.07453967,0.082906775,0.10740228,0.10135639
100,0.3076849,0.019786997,0.036362045,0.09426332,0.06577829,0.081167795,0.095989525,0.0931487
110,0.28616297,0.038761407,0.02041393,0.08220514,0.07231546,0.07244842,0.088296615,0.097881764
120,0.26401418,0.03034088,0.01809803,0.09578336,0.06594614,0.06967909,0.070407085,0.09313882
130,0.2817241,0.020884039,0.031397942,0.08456576,0.06285375,0.073566474,0.08258413,0.09251827
140,0.25188875,0.02311182,0.019883022,0.087510794,0.05625478,0.053804975,0.0853893,0.095061906
150,0.24806792,0.030484848,0.021077286,0.070785046,0.05664957,0.06229532,0.06805066,0.09307637
160,0.24425493,0.028857961,0.015791325,0.08311181,0.0658183,0.04935154,0.075249,0.09409799
170,0.24659109,0.035912313,0.015361244,0.07603584,0.06855453,0.059572272,0.060363166,0.09538675
180,0.24674708,0.017358933,0.030002324,0.069219984,0.05385895,0.052910443,0.07053505,0.09224258
190,0.22563547,0.03053472,0.018199082,0.0668055,0.05630189,0.048467197,0.054721404,0.09110917
200,0.22534269,0.024955682,0.019713026,0.07125486,0.050733443,0.04887681,0.059109975,0.09194681
10,0.6800279,0.08948871,0.07277481,0.20684357,0.118690595,0.1985516,0.25952145,0.10637199
20,0.50216055,0.059475977,0.03591433,0.14789076,0.10650583,0.16646269,0.2003032,0.120549306
30,0.38016564,0.031737424,0.025236715,0.13619244,0.11577809,0.11482043,0.123565465,0.1055532
40,0.33517194,0.024613677,0.019912004,0.112364285,0.08406597,0.13402958,0.1156665,0.09534217
50,0.32260746,0.014338884,0.02807891,0.12384487,0.09069866,0.09672971,0.09966509,0.0932832
60,0.31777188,0.03621235,0.02045619,0.10739079,0.07229277,0.11302949,0.09486592,0.09371534
70,0.31070724,0.014689122,0.03308368,0.11073204,0.072582275,0.09605271,0.0894284,0.09090609
80,0.2804874,0.0380869,0.016362606,0.09961916,0.06934912,0.07888016,0.07640774,0.095094375
90,0.284061,0.021932872,0.025903149,0.093051456,0.0712756,0.07779026,0.082982905,0.09554346
100,0.28407338,0.021954607,0.034315392,0.09773805,0.05915772,0.07555449,0.060976338,0.093549415
110,0.2681655,0.03326157,0.019480396,0.10059937,0.064984195,0.07557555,0.060648516,0.090078615
120,0.265017,0.02582646,0.027397005,0.091378674,0.06524763,0.06777683,0.054278336,0.09011158
130,0.24900222,0.035164885,0.015376734,0.088903055,0.05111996,0.074095786,0.057792384,0.09425655
140,0.2484672,0.04101287,0.013591403,0.08590251,0.057931148,0.0667193,0.057952534,0.09203758
150,0.23630454,0.03117214,0.019433588,0.080301695,0.051509365,0.056457512,0.05270736,0.09155452
160,0.24146593,0.01634364,0.028646857,0.08518189,0.060935188,0.049244802,0.048621006,0.09167427
170,0.23236617,0.032569252,0.018548457,0.084345125,0.05267717,0.048275474,0.05076191,0.08934037
180,0.22643802,0.042497475,0.01525715,0.07382687,0.0498175,0.03999272,0.05107082,0.09214457
190,0.23579937,0.033830248,0.015481697,0.09092852,0.054899413,0.05362688,0.050335545,0.09222108
200,0.23231876,0.018497042,0.026385773,0.07300232,0.05565124,0.049882617,0.04932768,0.09423651
10,0.6661516,0.038925163,0.046621203,0.31285858,0.16078112,0.22276062,0.23742841,0.13413928
20,0.47448778,0.03735032,0.04904324,0.14178841,0.11450685,0.17054586,0.15111609,0.10014475
30,0.404759,0.024439003,0.025271853,0.13797286,0.103432395,0.16216724,0.15412392,0.10185618
40,0.36204988,0.02460007,0.024772285,0.10545779,0.10154732,0.12821811,0.138391,0.102196254
50,0.33074945,0.027428024,0.021056525,0.10456368,0.09623588,0.109233975,0.113635145,0.09874803
60,0.34690186,0.03365584,0.02400967,0.13106614,0.08081911,0.11166569,0.112870656,0.09403173
70,0.307793,0.022527048,0.024781745,0.105615795,0.08449266,0.089623265,0.09392612,0.09774712
80,0.2950718,0.022148872,0.02067259,0.09801034,0.07560658,0.08725208,0.09911342,0.10317306
90,0.28753984,0.0221156,0.026275866,0.09161965,0.0706049,0.0838595,0.08199786,0.097663134
100,0.28117424,0.038412787,0.018755212,0.088433094,0.07958414,0.06742495,0.07684367,0.09821618
110,0.2618424,0.026602846,0.019986534,0.094101176,0.0666873,0.05985269,0.07265758,0.09723423
120,0.25911278,0.019959163,0.026885679,0.08903212,0.061360978,0.05661183,0.069236234,0.09452332
130,0.26916644,0.041324876,0.01683356,0.08795525,0.06303647,0.06754725,0.073244296,0.096565604
140,0.24842478,0.024969112,0.02049623,0.08441205,0.05958377,0.05749736,0.067324325,0.096108936
150,0.25187603,0.0449721,0.01576078,0.0833084,0.06155221,0.050639205,0.061546426,0.09371851
160,0.2483015,0.047507167,0.013383019,0.07881234,0.0638942,0.04547018,0.06351935,0.096360534
170,0.25231025,0.02837382,0.026842332,0.08207545,0.057007816,0.045002095,0.061611816,0.09480636
180,0.25353533,0.037270796,0.020659633,0.085219294,0.053893015,0.050471965,0.06329345,0.09701281
190,0.23697953,0.036281336,0.012876524,0.083652444,0.06339844,0.052836575,0.05067638,0.09932648
200,0.23329942,0.025266802,0.019515784,0.07458309,0.060589526,0.043694265,0.062352277,0.09678295
