epoch,costo_total,main_loss,preds_loss,vista_0_PPI,vista_1_Co-expression,vista_2_ME,vista_3_ProteinComplex,vista_4_Pathway
200,0.17682761,0.029698336,0.018496549,0.045402024,0.03918706,0.02482581,0.025628764,0.08522868
10,0.34659663,0.029521888,0.027677838,0.09923721,0.07835413,0.120093174,0.12892741,0.09682621
20,0.2876618,0.029071534,0.021071794,0.07530665,0.06687855,0.09746015,0.09939919,0.093848765
30,0.24923706,0.023258498,0.02564194,0.06753439,0.062189866,0.0583383,0.06611546,0.09521135
40,0.23842257,0.03213906,0.022251317,0.056477528,0.0596211,0.048926897,0.060903944,0.09763228
50,0.22664851,0.035207927,0.016168606,0.06319301,0.05591964,0.04500856,0.061700743,0.092384785
60,0.23231708,0.047626514,0.013803449,0.060902856,0.059788078,0.04380414,0.051304594,0.098367654
70,0.21508272,0.034762666,0.017969575,0.056585316,0.057283986,0.036979772,0.047257632,0.090655096
80,0.21172017,0.040093612,0.012693207,0.064539544,0.048756212,0.04821792,0.040248998,0.090717606
90,0.20153832,0.036617868,0.014853156,0.049652692,0.050898463,0.035438217,0.04458557,0.08985337
100,0.20112094,0.03058202,0.015950488,0.057153318,0.043659292,0.04222674,0.044480536,0.08975601
110,0.20173234,0.027275521,0.02420915,0.056226496,0.040012795,0.026485993,0.040861733,0.08849004
120,0.18889064,0.03194155,0.01522041,0.049211875,0.042259745,0.036327563,0.037185088,0.08803226
130,0.18265188,0.032124873,0.013517038,0.051231105,0.042153124,0.030947609,0.03407237,0.08858166
140,0.19751199,0.0439084,0.011819873,0.04841458,0.04778428,0.035975438,0.033780903,0.09397245
150,0.18705663,0.03732429,0.015506275,0.0459505,0.041105647,0.031656522,0.029567385,0.08915952
160,0.1840891,0.023826515,0.019236973,0.05420173,0.042887554,0.028393088,0.032696288,0.08539862
170,0.18995756,0.021378791,0.027471285,0.04647711,0.038349524,0.022894327,0.029933669,0.08961777
180,0.17540199,0.03025897,0.015439105,0.044267334,0.03715935,0.027091116,0.03224867,0.08776314
190,0.17599633,0.03213288,0.01076437,0.045507748,0.04142178,0.033504494,0.03191458,0.09232082
200,0.18388066,0.04072512,0.010276961,0.052693456,0.040395036,0.025353085,0.031594675,0.09516696
10,0.4752644,0.028208168,0.05379907,0.12816386,0.077765405,0.20687917,0.16430661,0.10180116
20,0.30831277,0.040408425,0.02077562,0.1004857,0.077995025,0.088596195,0.08718286,0.09844646
30,0.27100098,0.0289897,0.02094969,0.07446427,0.07001107,0.08687264,0.07306855,0.09580727
40,0.25858992,0.03534162,0.019607129,0.07454592,0.063250065,0.07142303,0.06555389,0.093295224
50,0.23135236,0.027859548,0.019400015,0.06241854,0.06072728,0.05163794,0.063591585,0.09101019
60,0.22540787,0.025585948,0.023735981,0.061422344,0.050097298,0.04852331,0.04998677,0.094670214
70,0.21832888,0.03139578,0.020089358,0.06488951,0.05617367,0.04513034,0.0362565,0.09105873
80,0.2229892,0.037166394,0.015858645,0.06607572,0.06046343,0.042188775,0.048216924,0.09126622
90,0.20799907,0.022209462,0.024016185,0.057929914,0.050325613,0.038047515,0.040359575,0.08885183
100,0.21181205,0.0417835,0.014646926,0.054835297,0.053135987,0.03730583,0.043550983,0.09264131
110,0.20688371,0.021608422,0.022597201,0.065840155,0.055158604,0.034826994,0.034848224,0.08948778
120,0.19845505,0.026371976,0.01942657,0.057281062,0.047190234,0.03504097,0.03798059,0.08896703
130,0.20050676,0.030694444,0.016972288,0.052271705,0.05281137,0.039065138,0.038058113,0.08952917
140,0.19304979,0.02513892,0.020171402,0.056315582,0.040199917,0.034411337,0.033258263,0.09095104
150,0.19637033,0.038340703,0.0118037695,0.06005618,0.049156204,0.03513162,0.035353202,0.08914699
160,0.18939885,0.035226714,0.011036366,0.060020886,0.04781765,0.031679805,0.028153606,0.09652687
170,0.18943462,0.029599847,0.018604025,0.053299073,0.042178027,0.034691945,0.02804608,0.08703829
180,0.18981451,0.031104866,0.015923943,0.050308816,0.048435222,0.037761346,0.027270913,0.08994723
190,0.1860191,0.03874139,0.014074306,0.048143204,0.04383902,0.02976138,0.029456465,0.08705812
200,0.18186706,0.034907363,0.011511203,0.052533794,0.040871184,0.034409042,0.03260882,0.087451726
10,0.35632464,0.035914123,0.028805373,0.0978128,0.07515789,0.14175299,0.117300235,0.093575634
20,0.29254308,0.028369734,0.021222223,0.08485604,0.06950706,0.08840625,0.09798222,0.10270627
30,0.2510041,0.023454756,0.02020977,0.074416734,0.06167224,0.06387787,0.08303919,0.09125355
40,0.26211637,0.025592797,0.02995738,0.068279564,0.06280576,0.061722297,0.06329635,0.09711364
50,0.23706238,0.02931343,0.02742869,0.06903998,0.048690267,0.04788845,0.049943067,0.09022137
60,0.22512358,0.035608593,0.019636225,0.058210358,0.056278206,0.050365593,0.044925343,0.0907056
70,0.21514834,0.034283504,0.017912185,0.05549229,0.044845223,0.04791928,0.050070878,0.09175326
80,0.21494089,0.028660135,0.01956321,0.05989854,0.049132645,0.04281557,0.050429564,0.092032366
90,0.20633388,0.035182662,0.017661385,0.057178803,0.04717114,0.036298893,0.03970961,0.09129844
100,0.20158176,0.023788143,0.020357242,0.05737757,0.044244,0.037156694,0.0418696,0.093510404
110,0.19846281,0.038668353,0.015257833,0.05250854,0.047150988,0.03194891,0.03778251,0.089166634
120,0.19946554,0.030491041,0.015571596,0.05625605,0.050527215,0.033400156,0.038068116,0.09741109
130,0.19149604,0.026573025,0.016366044,0.055111583,0.04773409,0.027488284,0.042961765,0.091086134
140,0.20053007,0.045235112,0.011420369,0.054039013,0.043955464,0.034103375,0.042995974,0.08981462
150,0.18737212,0.02469734,0.022310147,0.04964407,0.04033782,0.028014973,0.027427576,0.09068453
160,0.1868982,0.025904665,0.01849685,0.052297723,0.040385585,0.03398197,0.03240225,0.08893215
170,0.18918347,0.027602024,0.018935042,0.05266733,0.045542482,0.032646466,0.030630931,0.08593555
180,0.19071624,0.04401627,0.012090594,0.052321017,0.044189688,0.026488762,0.035194118,0.08684398
190,0.18867056,0.020958507,0.021807693,0.048012357,0.035946637,0.03686257,0.03139555,0.095976196
200,0.18007675,0.03219719,0.013759596,0.050944403,0.039406862,0.026394451,0.034798004,0.089177
