epoch,costo_total,main_loss,preds_loss,vista_0_PPI,vista_1_Co-expression,vista_2_ME,vista_3_ProteinComplex,vista_4_Pathway
30,0.34529245,0.0533369,0.021257775,0.07507319,0.082332864,0.073923826,0.09052737,0.093876034
40,0.3116738,0.031556282,0.029680861,0.06971197,0.06390391,0.070701875,0.07313717,0.09047142
50,0.30165467,0.041762386,0.023229497,0.06878436,0.0568174,0.065787345,0.069349356,0.09498367
60,0.29264736,0.03315478,0.026423478,0.07733969,0.06356582,0.055583343,0.05802528,0.08989523
70,0.27840477,0.043268993,0.018840581,0.06813644,0.06675039,0.04516139,0.05949425,0.089548506
80,0.26856172,0.040274754,0.021838969,0.06851666,0.052457977,0.051068097,0.04629116,0.089347824
90,0.2622905,0.03844395,0.02223804,0.05422377,0.061572235,0.0488947,0.044000614,0.090259515
100,0.25802827,0.046422176,0.020018851,0.053578727,0.058300436,0.035460953,0.04849267,0.09011454
110,0.26232642,0.02823348,0.03333708,0.057462085,0.04867959,0.03922922,0.043557044,0.09010331
120,0.26241544,0.0542722,0.01562837,0.05956018,0.05303353,0.04948914,0.042430107,0.09029786
130,0.24673441,0.042156957,0.02140725,0.05674914,0.047124527,0.039046187,0.0391377,0.08754738
140,0.24390231,0.043117102,0.015464636,0.058834553,0.051209155,0.04054365,0.04372269,0.088783175
150,0.24459341,0.0426796,0.019818468,0.053187788,0.051166203,0.037737522,0.037611537,0.0907584
160,0.24157658,0.046487972,0.01526185,0.055752262,0.048056938,0.039912518,0.040175013,0.09037812
170,0.23663953,0.03050188,0.023644522,0.05447243,0.048583012,0.035649978,0.034298003,0.09174422
180,0.2410296,0.049514335,0.015587958,0.055677604,0.04616835,0.03262434,0.037291203,0.09547074
190,0.23889264,0.054548282,0.012192138,0.057988502,0.046752058,0.036254596,0.03669131,0.08891368
200,0.22941399,0.04227337,0.018118937,0.051673606,0.046097524,0.032270275,0.034438167,0.087025
210,0.23269735,0.042666644,0.014452617,0.056142207,0.050240543,0.03097436,0.040961698,0.09022364
220,0.22975674,0.028435208,0.023522189,0.049443007,0.051500943,0.030649947,0.03480203,0.09073266
230,0.2247417,0.04500671,0.019621262,0.04913389,0.037723172,0.029594788,0.03415531,0.083546944
240,0.22651316,0.035783757,0.020117331,0.0575002,0.04057205,0.027911564,0.03259531,0.09224547
250,0.22480628,0.049401946,0.013194404,0.050558344,0.0457567,0.028169777,0.034556758,0.08931763
260,0.22693804,0.0325611,0.025093561,0.046756644,0.042259745,0.030925946,0.032019574,0.08835446
270,0.2180531,0.04275737,0.0170188,0.046841983,0.042374548,0.028310327,0.03002342,0.087879926
280,0.22135843,0.039892424,0.01640442,0.048794094,0.046953034,0.030062074,0.030506574,0.091446154
290,0.22217453,0.036606885,0.021627458,0.04812561,0.039984956,0.02810677,0.031261187,0.08970933
300,0.22119632,0.03699676,0.021411099,0.051628247,0.038630933,0.027725957,0.03652693,0.081116855
10,0.5412209,0.032904133,0.08026609,0.115485795,0.08111547,0.1542147,0.13589367,0.092931286
20,0.36858216,0.062469583,0.024163552,0.09314697,0.06849114,0.09807188,0.068177,0.10175545
30,0.3329769,0.05034279,0.03042791,0.078254126,0.058232225,0.07004656,0.07219459,0.09090294
40,0.29268128,0.037051745,0.021319835,0.07229119,0.06839875,0.06333187,0.058566436,0.09239484
50,0.28306085,0.027864618,0.030870592,0.061975263,0.055811144,0.06503846,0.046183754,0.09341648
60,0.28473878,0.024398565,0.033253327,0.070185706,0.05114388,0.050550032,0.059911072,0.09126525
70,0.28306374,0.024247278,0.03803398,0.06225856,0.051984806,0.052409783,0.045799248,0.09212838
80,0.25669038,0.0410534,0.016044658,0.060609974,0.053164642,0.045786787,0.051101506,0.09524984
90,0.25625432,0.047413483,0.014574003,0.06544057,0.047047462,0.04636353,0.04876381,0.09187262
100,0.24885637,0.04536768,0.017550912,0.054540165,0.05120378,0.04794389,0.03605854,0.09089837
110,0.24774761,0.026017914,0.027950156,0.05417492,0.043891165,0.045759898,0.03827411,0.0942822
120,0.24226604,0.03053272,0.021043688,0.055772472,0.046767555,0.049529526,0.040867012,0.08980668
130,0.23369357,0.0392695,0.02049648,0.054228477,0.044944897,0.034977388,0.03380463,0.08776315
140,0.24476525,0.031465407,0.027529303,0.055943232,0.04220305,0.040580187,0.03570321,0.0893057
150,0.2415639,0.044156265,0.018514939,0.05715962,0.044462115,0.042389475,0.036849447,0.086435616
160,0.23543113,0.03474664,0.022483876,0.054512147,0.041535094,0.032987226,0.033976655,0.09651677
170,0.23387328,0.047688156,0.013986815,0.05652658,0.047375947,0.038603693,0.032892276,0.08828735
180,0.23076129,0.031815197,0.02627414,0.0498227,0.038943674,0.032952514,0.032996923,0.08928051
190,0.22856346,0.04249286,0.01752978,0.049572665,0.048400536,0.03411661,0.0317052,0.087890066
200,0.22709763,0.04218026,0.015745826,0.05421885,0.043210093,0.03255122,0.03913698,0.08659237
210,0.22375089,0.0389973,0.017184457,0.052094083,0.041477595,0.032749813,0.027263727,0.09705587
220,0.22138587,0.0372155,0.021861937,0.05072045,0.03938474,0.0279037,0.028780393,0.08728819
230,0.2212742,0.04674693,0.013582314,0.05219213,0.03774853,0.03154261,0.03671506,0.08740607
240,0.2222397,0.035779446,0.019936625,0.055296034,0.038667686,0.026555141,0.027371999,0.0964208
250,0.21805392,0.043373913,0.019084789,0.047809042,0.034190677,0.02582016,0.032787852,0.08690963
260,0.22184631,0.05324049,0.011962355,0.04897672,0.04411406,0.032468017,0.027782666,0.08779371
270,0.21547216,0.04987619,0.01211215,0.050317835,0.037666373,0.029427264,0.026899436,0.09130852
280,0.20863712,0.041476395,0.01625963,0.046484075,0.03685609,0.02500301,0.02964184,0.086417414
290,0.21087754,0.037339754,0.020272134,0.04655481,0.037876386,0.028423665,0.026920592,0.08188039
300,0.2128483,0.04548519,0.015286404,0.04426028,0.036749817,0.025999326,0.032940257,0.088034146
10,0.5478771,0.08328678,0.07140727,0.082938805,0.08248954,0.13628042,0.1349191,0.09966499
20,0.40110308,0.04370785,0.04245352,0.08588354,0.086406514,0.10048785,0.07922908,0.10213994
30,0.30941546,0.044458155,0.031345077,0.06947539,0.06102796,0.061408307,0.05308753,0.09211273
40,0.28633356,0.04352205,0.020665798,0.064991914,0.06275468,0.054109532,0.055960655,0.09798304
50,0.29203632,0.031869918,0.03382148,0.07086959,0.060659498,0.04909183,0.05039544,0.08985602
60,0.27087492,0.03804368,0.021865932,0.068174556,0.053985573,0.0479292,0.051603436,0.09347282
70,0.27356976,0.037572168,0.028102238,0.06430969,0.054134503,0.046725806,0.04390281,0.09058235
80,0.2602229,0.038661443,0.017263217,0.06432024,0.057589673,0.04621099,0.052118808,0.09148531
90,0.2503055,0.042103298,0.022657972,0.050768476,0.049523793,0.03956923,0.038682878,0.092932746
100,0.2535026,0.044755768,0.018149529,0.059159428,0.054826505,0.039708577,0.044882637,0.08883581
110,0.2526769,0.042449966,0.024689363,0.052288674,0.051611368,0.037656274,0.038903534,0.08762053
120,0.23962359,0.04136016,0.019046392,0.05468444,0.04698261,0.03768673,0.03551378,0.092083484
130,0.2419647,0.04406915,0.018469712,0.05408977,0.04973096,0.032346185,0.04114845,0.09094482
140,0.23459928,0.0419285,0.016146438,0.052730367,0.054282118,0.035419453,0.034753013,0.09011154
150,0.23385419,0.048219223,0.015791493,0.054051768,0.044368535,0.03168591,0.0360468,0.09060028
160,0.2317486,0.045669734,0.016157178,0.05488815,0.045757934,0.032876275,0.035616405,0.08713539
170,0.22813486,0.043829788,0.016576976,0.054078445,0.045592505,0.025476623,0.034599196,0.09217175
180,0.22820488,0.041008342,0.01661746,0.05543029,0.03962727,0.037051547,0.0339476,0.09054596
190,0.22203389,0.041074656,0.016577626,0.05073486,0.040373605,0.033993114,0.03142938,0.089809015
200,0.21776786,0.046637014,0.015878586,0.050069112,0.0384559,0.023502173,0.030031268,0.090231
210,0.21881908,0.045799065,0.014157726,0.050700482,0.045979034,0.030228479,0.026718944,0.08754733
220,0.22468287,0.05172821,0.011336585,0.053125713,0.04622845,0.028077532,0.03135184,0.091685615
230,0.22025168,0.042517766,0.016161479,0.04387241,0.04603701,0.031227995,0.033339385,0.08787481
240,0.21872509,0.048169896,0.012932592,0.05211612,0.04110931,0.03143432,0.02977861,0.08671164
250,0.21807763,0.03844989,0.020122247,0.050287288,0.03898268,0.025889892,0.028345194,0.08880037
260,0.2130487,0.0356123,0.02032773,0.046107933,0.039879363,0.023499973,0.028883591,0.08959734
270,0.2098081,0.043747783,0.01542487,0.044615872,0.041547988,0.026170598,0.024726305,0.08829018
280,0.21198459,0.04390117,0.01827275,0.048539717,0.037727747,0.019707289,0.028067047,0.08518805
290,0.21352166,0.044293217,0.017216329,0.04568753,0.043014966,0.024317948,0.022223126,0.08941603
300,0.20801435,0.041261658,0.016214391,0.0481965,0.039067525,0.024498146,0.026766231,0.08534479
10,0.5239039,0.03464495,0.043073043,0.14305824,0.14502226,0.12662615,0.1500774,0.107070714
20,0.36009172,0.03471044,0.032352787,0.08796009,0.07592981,0.08194409,0.09069855,0.097926944
30,0.3332439,0.03432202,0.033832267,0.08961018,0.06600231,0.05990412,0.076233506,0.093678765
40,0.3095774,0.042480264,0.022480102,0.073966436,0.06357687,0.061545987,0.07733411,0.09380482
50,0.31437477,0.020785013,0.04658875,0.06581018,0.055167623,0.050816663,0.06907098,0.093155004
60,0.27485973,0.046953045,0.020026028,0.06463033,0.054033753,0.049584106,0.051907435,0.09293543
70,0.2667857,0.036661543,0.026047444,0.06555891,0.04852255,0.045385756,0.047102876,0.09014536
80,0.2668882,0.04265456,0.020944534,0.062012132,0.05071355,0.0462905,0.047420755,0.097470626
90,0.26354095,0.05504186,0.017297706,0.0597857,0.052459855,0.04495788,0.040432982,0.09220305
100,0.25483802,0.04149451,0.021993006,0.06638033,0.05123341,0.03446385,0.039955046,0.09022984
110,0.25811496,0.036483254,0.025014741,0.05724379,0.05208761,0.037551343,0.04624696,0.092874
120,0.25435248,0.04903966,0.017722726,0.05962492,0.049357533,0.039958835,0.043681197,0.09048977
130,0.24658063,0.036785215,0.025637416,0.0543371,0.039941728,0.03891112,0.037739173,0.093271844
140,0.24748325,0.030890087,0.028158806,0.05713862,0.041894127,0.038551845,0.041366056,0.08817524
150,0.23633526,0.03269811,0.02149513,0.063472375,0.04307463,0.032641776,0.037182394,0.091373645
160,0.23611839,0.034151915,0.020989455,0.056341566,0.04440925,0.034972586,0.039633233,0.09128929
170,0.24208333,0.04023981,0.01832427,0.05468966,0.04661724,0.032089353,0.051494926,0.090433754
180,0.22568908,0.03559542,0.019418936,0.056647267,0.040197313,0.031058209,0.0320214,0.09216875
190,0.22859697,0.044880535,0.015791975,0.054479208,0.04217285,0.02537378,0.039647516,0.09188079
200,0.2278055,0.038770232,0.02038481,0.054261293,0.037441917,0.028995477,0.03824926,0.08816145
210,0.22527745,0.045876432,0.013556982,0.049950015,0.041264478,0.030488187,0.035550788,0.0965583
220,0.2276561,0.041544728,0.019833371,0.055287775,0.0420971,0.027182363,0.03429943,0.085207716
230,0.22659737,0.043467075,0.017594649,0.052242868,0.042613547,0.02438647,0.040392324,0.08693311
240,0.22291803,0.036012214,0.021381723,0.04770457,0.042155944,0.024767363,0.035142638,0.09046677
250,0.22507572,0.039524496,0.018899137,0.0560752,0.04211134,0.026933093,0.034100004,0.08703529
260,0.22490254,0.044614777,0.013275639,0.050135314,0.04247279,0.03515272,0.037375327,0.09109131
270,0.2147586,0.035199948,0.01936851,0.048497736,0.04204511,0.021865921,0.03471194,0.08758204
280,0.2114211,0.038808,0.015353344,0.051269174,0.044994567,0.02327307,0.031589225,0.085384645
290,0.22352378,0.037318353,0.020170784,0.048948467,0.037816256,0.02689332,0.03181386,0.097634524
300,0.21695437,0.043639507,0.015475442,0.05045414,0.039915975,0.027970798,0.02832768,0.09060467
