,0,1,2
0,ABCB1,CSK,1.2717949151992798
1,KHK,SLC28A1,1.206946611404419
2,DGKA,SLC29A2,1.1861276626586914
3,CKS2,SLC29A1,1.157192349433899
4,ABCC10,TAOK3,1.148128867149353
5,DCK,GRK6,1.1454057693481445
6,CDC42BPA,DCK,1.1430895328521729
7,HIPK1,SLC29A1,1.1379005908966064
8,LMTK2,RRM1,1.1312956809997559
9,ABCC10,CAMK1D,1.1215966939926147
10,STYXL1,TYMS,1.1175811290740967
11,ABCB1,PRKD3,1.115695595741272
12,DCK,DGKA,1.1115726232528687
13,PKIA,TYMS,1.1092655658721924
14,ITPKC,TYMS,1.1062209606170654
15,FLT1,TYMS,1.1058210134506226
16,ABCB1,WNK4,1.0986912250518799
17,ABCB1,UCK1,1.0945614576339722
18,RPS6KL1,TYMS,1.0932170152664185
19,ABCC10,FLT1,1.0894166231155396
20,DAPK2,SLC28A1,1.0883235931396484
21,CDKL5,SLC28A1,1.08555269241333
22,ABCC10,DAPK2,1.081307291984558
23,PKMYT1,SLC28A1,1.0784223079681396
24,SLC29A2,SPHK1,1.077940583229065
25,MAP2K7,SLC29A2,1.0761499404907227
26,ABCC10,KDR,1.0735318660736084
27,CDA,TK2,1.063022494316101
28,SLC29A1,SPHK1,1.0562752485275269
29,CMPK1,TNNI3K,1.0494818687438965
30,DCK,RIPK1,1.0494343042373657
31,CDA,HCK,1.0490984916687012
32,AK1,DCK,1.0487775802612305
33,CDA,CDKN2A,1.0465810298919678
34,ABCB1,HIPK1,1.042494773864746
35,ASPM,SLC29A1,1.0396521091461182
36,PLK3,SLC29A2,1.0395574569702148
37,CKS2,RRM1,1.0334621667861938
38,DCK,SNRK,1.0281853675842285
39,AURKAIP1,DCK,1.0277284383773804
40,RIPK4,TYMS,1.025604486465454
41,NEK6,SLC28A1,1.0241434574127197
42,SLC29A2,TNNI3K,1.0214812755584717
43,ABCC10,PANK2,1.019226312637329
44,FER,SLC29A2,1.0158034563064575
45,ABCC10,MAPKAPK3,1.0150344371795654
46,PRKAG3,TYMS,1.0143277645111084
47,SLC29A1,STYXL1,1.01417076587677
48,ABCB1,ITPKC,1.0111842155456543
49,CDKL5,RRM1,1.0110950469970703
50,CDA,ITPKC,1.0095421075820923
51,AURKA,CDA,1.0088317394256592
52,CMPK1,MAPKAPK2,1.0085852146148682
53,CSNK1D,TYMS,1.0068399906158447
54,ABCB1,AURKA,1.00675630569458
55,ABCB1,CDC42BPA,1.0064674615859985
56,MARK1,TYMS,1.0013195276260376
57,RIPK1,RRM1,0.9997991323471069
58,CDC42BPA,RRM1,0.9984123110771179
59,MAP4K5,SLC29A1,0.9983624219894409
60,ABCC10,PLK3,0.9980232119560242
61,SLC29A2,STYXL1,0.9958879947662354
62,DCK,FER,0.9955392479896545
63,CDA,RIPK2,0.9926049113273621
64,KDR,SLC29A1,0.9915587902069092
65,CSK,SLC29A2,0.9900687336921692
66,MAPKAPK2,SLC28A1,0.9877704381942749
67,ABCC10,RIPK4,0.9874470829963684
68,SLC28A1,UCK1,0.986985445022583
69,ABCC10,CAMK1,0.9865896701812744
70,ABCC10,STK33,0.9854451417922974
71,FER,SLC28A1,0.9854354858398438
72,AURKAIP1,SLC29A2,0.9848225116729736
73,MAP4K5,SLC29A2,0.9844695329666138
74,CMPK1,HIPK1,0.9822088479995728
75,CSK,SLC29A1,0.9807708263397217
76,TYMS,TYRO3,0.9804508686065674
77,DCK,MAPKAPK3,0.9804408550262451
78,MAGI3,TYMS,0.9773141145706177
79,CAMK1,TYMS,0.9771876335144043
80,SLC29A1,SMAD4,0.9766494631767273
81,SLC28A1,VRK3,0.971541702747345
82,ABCB1,FER,0.9710272550582886
83,CMPK1,MAP2K7,0.9709696769714355
84,CMPK1,MARK1,0.9700961112976074
85,AK1,SLC29A2,0.9674926996231079
86,NEK6,RRM1,0.966019868850708
87,RIPK2,RRM1,0.9655741453170776
88,ABCC10,ATR,0.9650702476501465
89,MAP3K7,TYMS,0.964717447757721
90,CMPK1,PANK2,0.9626383781433105
91,STK17A,TYMS,0.9604020118713379
92,ASPM,TYMS,0.9597388505935669
93,CSNK1E,SLC29A1,0.9593489170074463
94,MAP3K7,SLC28A1,0.9574992656707764
95,ABCB1,CSNK1E,0.9527095556259155
96,CDA,CSNK1D,0.9492588639259338
97,CDA,MAPKAPK3,0.9483987092971802
98,SLC29A2,SNRK,0.9431899785995483
99,MAP4K5,SLC28A1,0.9421405792236328
100,ABCB1,MAPKAP1,0.9416528344154358
101,ABCB1,MAP4K5,0.9403425455093384
102,CDA,MAP3K7,0.9393430352210999
103,STK33,TYMS,0.9366685152053833
104,RRM1,TYMS,0.9356003999710083
105,RBM12,SLC28A1,0.9355496168136597
106,ABCB1,PRKAG3,0.9340662360191345
107,DCK,RIPK4,0.9292291402816772
108,SLC28A1,STYXL1,0.9289528131484985
109,CMPK1,FLT1,0.9288794994354248
110,CDA,PLK3,0.928864061832428
111,CDA,STK33,0.9266697764396667
112,PRKD2,SLC28A1,0.9253076314926147
113,CMPK1,CSNK1E,0.9232941269874573
114,CAMK1,RRM1,0.9198559522628784
115,AURKAIP1,CMPK1,0.9193394184112549
116,CDA,PRKAG3,0.9159888029098511
117,CDA,MAGI3,0.9157142639160156
118,ABCC10,AK1,0.9105875492095947
119,RBM12,TYMS,0.9102765917778015
120,ABCB1,STK17A,0.9029721021652222
121,CDA,RIPK4,0.8995119333267212
122,CSNK1E,SLC28A1,0.8984963893890381
123,RRM1,TK2,0.8950662612915039
124,ABCB1,ASPM,0.8934913873672485
125,ABCB1,PRKD2,0.8908356428146362
126,SPHK1,TYMS,0.8895651698112488
127,SLC29A1,STK17A,0.8853909969329834
128,SLC28A1,SNRK,0.8834074139595032
129,RBM12,RRM1,0.8720722198486328
130,CDA,MAPKAP1,0.8710219860076904
131,CMPK1,STK17A,0.86890709400177
132,ABCB1,AURKAIP1,0.8687827587127686
133,CMPK1,RIPK4,0.8687626123428345
134,CSNK1E,RRM1,0.8661014437675476
135,PAK1,SLC29A2,0.8561145663261414
136,ABCC10,PI4K2A,0.8542619347572327
137,PRKD2,RRM1,0.851815402507782
138,PI4K2A,SLC28A1,0.8455156087875366
139,DCK,PDPK1,0.8353949189186096
140,CMPK1,TAB2,0.8186428546905518
141,CDA,PDPK1,0.8093149662017822
142,RRM1,STYXL1,0.808093786239624
143,CMPK1,PI4K2A,0.8025676608085632
144,PI4K2A,RRM1,0.798561692237854
145,DCK,PAK1,0.7936815023422241
146,SLC29A2,TAB2,0.7805113792419434
147,RRM1,STK33,0.7761873006820679
148,SLC29A1,TAB2,0.7731513381004333
149,CDA,PAK1,0.7673977613449097
150,KRAS,NF2,0.7396405339241028
151,KRAS,MUC17,0.7348322868347168
152,KRAS,ST6GALNAC5,0.7326648831367493
153,KRAS,SH3TC2,0.7323596477508545
154,KRAS,PAMR1,0.7288235425949097
155,SLC28A1,TAB2,0.7287697792053223
156,KRAS,RASGRF2,0.7278193831443787
157,KRAS,NPNT,0.727425217628479
158,KRAS,SCN8A,0.7269068360328674
159,RRM1,STK17A,0.7219436764717102
160,KRAS,OTOF,0.7206494212150574
161,KRAS,RREB1,0.7204429507255554
162,KRAS,WASF3,0.7173656821250916
163,KRAS,RTEL1,0.7149552702903748
164,KRAS,SRCAP,0.7074807286262512
165,KRAS,RUNX2,0.7035192251205444
166,KRAS,NRXN1,0.6905944347381592
167,CSNK1G3,TP53,0.6769858598709106
168,PAK3,TP53,0.650987982749939
169,RPS6KA6,TP53,0.6466071605682373
170,RRM1,TAB2,0.6197841167449951
171,BRCA2,TP53,0.5931054353713989
172,KRAS,RYR2,0.5842127799987793
173,ATM,PIK3CA,0.5685160160064697
174,GON4L,KRAS,0.568187415599823
175,PIK3CA,TP53,0.5648002624511719
176,AFTPH,KRAS,0.5500816106796265
177,BCL2,PARP1,0.5327590703964233
178,KDM2A,KRAS,0.525407612323761
179,BMP2K,KRAS,0.5253040790557861
180,AURKA,MED23,0.5238872170448303
181,KALRN,KRAS,0.5207597017288208
182,AAMP,KRAS,0.5205369591712952
183,GRIN2B,KRAS,0.5200084447860718
184,DYSF,KRAS,0.5188382863998413
185,MAPK1,PARP1,0.49630746245384216
186,CTNNB1,TP53,0.4911242127418518
187,KRAS,TP53,0.4875113368034363
188,FBN1,KRAS,0.4851415157318115
189,EP400,KRAS,0.48277217149734497
190,KRAS,RAG1,0.47834834456443787
191,KMT2C,KRAS,0.454141229391098
192,BCL2,TP53,0.452562153339386
193,AURKA,FH,0.45137372612953186
194,MAPKAPK2,TP53,0.4495365619659424
195,ERCC3,KRAS,0.44486740231513977
196,ATM,BCL2,0.4384475350379944
197,EIF3A,KRAS,0.4315802752971649
198,ACVR2A,KRAS,0.4300723075866699
199,MTOR,TYMS,0.41892337799072266
200,CUX1,TP53,0.41724252700805664
201,AURKA,NACA,0.4064841866493225
202,MAPKAP1,NACA,0.4048212170600891
203,KDR,PARP1,0.40008458495140076
204,MDM2,PIK3CA,0.3907923698425293
205,ATM,TYMS,0.39018985629081726
206,HSP90AB1,TYMS,0.3833809494972229
207,EGF,TP53,0.3825075328350067
208,KDM5B,KRAS,0.38186705112457275
209,AKT1,RRM1,0.37631434202194214
210,MDM2,TYMS,0.3730173110961914
211,COL12A1,KRAS,0.3705502152442932
212,DIDO1,KRAS,0.36670559644699097
213,BCL2,EGFR,0.3657767176628113
214,KDR,MTOR,0.36198151111602783
215,ACVR2A,TP53,0.36073431372642517
216,BRCA2,RRM1,0.3570767343044281
217,PIK3CA,RRM1,0.35656440258026123
218,SPHK1,TP53,0.356526255607605
219,BCL2,PTPRF,0.35210120677948
220,EIF3C,EIF5B,0.3519224524497986
221,HSP90AB1,SLC29A2,0.3505561053752899
222,KRAS,SPHK1,0.34964531660079956
223,CUX1,MTOR,0.34940245747566223
224,HSP90AA1,TYMS,0.348530650138855
225,KRAS,MAPK1,0.3444090187549591
226,HSP90AB1,RRM1,0.34192711114883423
227,BRCA2,PIK3CA,0.3371683955192566
228,DCK,PTPRD,0.3339180052280426
229,MYH4,TP53,0.3321743309497833
230,BRCA2,EGFR,0.3314555585384369
231,ATR,EGFR,0.331205815076828
232,DLGAP3,MED23,0.3248722553253174
233,DLGAP3,FH,0.3240538239479065
234,CMPK1,HERC5,0.3218613564968109
235,CMPK1,PTPRD,0.3216441571712494
236,AURKA,TP53,0.3184102177619934
237,HSP90AB1,SLC28A1,0.31656333804130554
238,RAD54L,TP53,0.31592172384262085
239,CDA,PTPRD,0.31502091884613037
240,DCK,HERC5,0.31401193141937256
241,ABCC10,PDE3A,0.31393104791641235
242,FH,RBBP8,0.3138488531112671
243,ABCC10,HSP90AB1,0.313742995262146
244,KDM6A,TP53,0.31232720613479614
245,NACA,RBBP8,0.31070476770401
246,ALK,TP53,0.3051053285598755
247,CUX1,EGFR,0.3029840886592865
248,CDA,HERC5,0.30196285247802734
249,AKT1,ATM,0.3001363277435303
250,ATM,CUX1,0.30008232593536377
251,GTF3C3,MED23,0.2996739149093628
252,POLR2A,TP53,0.29855895042419434
253,ATR,BCL2,0.29845601320266724
254,PARP1,SOS1,0.2981297969818115
255,FH,MAPKAP1,0.29791903495788574
256,CMPK1,RNF213,0.29740601778030396
257,GTF3C3,NACA,0.2968149483203888
258,DCK,HSP90AB1,0.2953815460205078
259,AKT1,MDM2,0.293185293674469
260,CSNK1E,TP53,0.2923976182937622
261,ATM,MAPK1,0.29219087958335876
262,KDR,PIK3CA,0.28890112042427063
263,CDA,HSP90AB1,0.28771576285362244
264,AKT1,TYMS,0.28414463996887207
265,DCK,RNF213,0.2828933894634247
266,PBRM1,TP53,0.28231945633888245
267,CDCA8,FH,0.2813504934310913
268,CDCA8,NACA,0.2807304561138153
269,ALK,PIK3CA,0.28041526675224304
270,ABCB1,HSP90AB1,0.2795954942703247
271,EGF,PARP1,0.27473947405815125
272,CDA,RNF213,0.2694500684738159
273,ALK,EGFR,0.2689996063709259
274,EIF3C,GTF3C3,0.2646119296550751
275,ATM,SOS1,0.2642918527126312
276,DLGAP3,EIF3C,0.2633518576622009
277,KRAS,MDM2,0.2623741626739502
278,HSP90AA1,RRM1,0.2612290680408478
279,MED9,NACA,0.26109814643859863
280,FH,MED9,0.2600805461406708
281,ERCC6,TP53,0.2574765086174011
282,MAPKAPK2,MTOR,0.2564624547958374
283,CMPK1,DCK,0.25562673807144165
284,CMPK1,PTPRF,0.2553011476993561
285,BCL2,TYMS,0.25417107343673706
286,CMPK1,HSP90AB1,0.2538732886314392
287,APC,PARP1,0.2534525990486145
288,CMPK1,TYMS,0.2530084252357483
289,EIF3C,MTOR,0.2507873475551605
290,GRK6,KRAS,0.24813030660152435
291,FH,MTOR,0.24641656875610352
292,AKT1,BRCA2,0.24622243642807007
293,AKT1,KDR,0.24605628848075867
294,ESPL1,SLC29A1,0.2445228099822998
295,MTOR,SOS1,0.24410802125930786
296,MAPKAP1,MTOR,0.24377325177192688
297,ATR,MDM2,0.24373681843280792
298,CMPK1,SLC29A1,0.24224764108657837
299,KRAS,MED23,0.24211786687374115
300,EGF,MTOR,0.24044069647789001
301,BRCA2,CDA,0.24032558500766754
302,EIF5B,MAPKAP1,0.24012482166290283
303,MAPK1,MDM2,0.24003058671951294
304,AKT1,POLR2A,0.23778000473976135
305,EIF5B,RBBP8,0.23762229084968567
306,EIF3C,MED9,0.236882746219635
307,CALM1,KRAS,0.23649105429649353
308,ESPL1,SLC29A2,0.2364533394575119
309,BCL2,MAPK1,0.2345326840877533
310,NF1,PARP1,0.23421013355255127
311,SMARCA2,TP53,0.23420223593711853
312,EGFR,HMGCR,0.23213569819927216
313,CAMK1,KRAS,0.23069801926612854
314,PDPK1,TP53,0.22970229387283325
315,PARP1,SMAD4,0.2292347401380539
316,ABCC10,CD93,0.2285638153553009
317,ABCC10,ESPL1,0.2282954305410385
318,BRCA2,CMPK1,0.22718290984630585
319,DCK,PTPRF,0.2271224856376648
320,HIPK1,KRAS,0.226424902677536
321,AKT1,ATR,0.2251589298248291
322,EGFR,TIPARP,0.22509872913360596
323,CDC27,NACA,0.22439584136009216
324,EGFR,SMAD4,0.222843736410141
325,CDC27,MED23,0.2227940410375595
326,AURKA,RBBP8,0.22254517674446106
327,ABCB1,ESPL1,0.2222781479358673
328,ESPL1,SLC28A1,0.22208943963050842
329,DCK,SLC29A1,0.22065840661525726
330,ADM,TP53,0.2206474244594574
331,MMP28,TP53,0.21946550905704498
332,CMPK1,ESPL1,0.219406396150589
333,ABCC10,PRMT8,0.21900153160095215
334,EIF5B,GTF3C3,0.21852466464042664
335,CDA,PTPRF,0.21819891035556793
336,BCL2,MDM2,0.2177087515592575
337,CDA,ESPL1,0.21688595414161682
338,GLI2,TP53,0.21644794940948486
339,EMC7,NACA,0.21616850793361664
340,EMC7,MED23,0.2146693468093872
341,ABCC2,HERC5,0.21465614438056946
342,NIPBL,TP53,0.21464753150939941
343,ABCC10,PDE4DIP,0.21463164687156677
344,DLGAP3,EIF5B,0.21461758017539978
345,AR,PARP1,0.21373596787452698
346,CDA,SLC29A1,0.21336093544960022
347,SLC29A1,TYMS,0.21328163146972656
348,PARP1,PBRM1,0.2118038535118103
349,ESPL1,TYMS,0.21120579540729523
350,MDM2,POLR2A,0.21090646088123322
351,EGFR,SETD2,0.21079325675964355
352,KRAS,MAPKAPK2,0.21052514016628265
353,APC,EGFR,0.21007134020328522
354,CSK,MGAT2,0.20984390377998352
355,PARP1,SETD2,0.20914500951766968
356,BRD4,EGFR,0.20886264741420746
357,AKT1,ALK,0.20877866446971893
358,AURKA,CDCA8,0.20869696140289307
359,EGFR,PBRM1,0.20854869484901428
360,CMPK1,SLC29A2,0.2084169238805771
361,ABCC10,MGAT2,0.20820844173431396
362,ESPL1,RRM1,0.20762601494789124
363,BRD4,MTOR,0.20760613679885864
364,NACA,POLR3B,0.2072061449289322
365,POLR2A,TYMS,0.20704703032970428
366,EGF,PIK3CA,0.2068362832069397
367,MAP4K5,TP53,0.20612657070159912
368,CMPK1,SLC28A1,0.20456236600875854
369,PIK3CA,POLR2A,0.20454278588294983
370,STAG3,TP53,0.20437903702259064
371,CDA,CMPK1,0.2043302059173584
372,BRCA2,SLC29A2,0.20210090279579163
373,HSP90AA1,SLC29A2,0.2017187476158142
374,SETD2,TP53,0.2013232409954071
375,GLI2,PARP1,0.20106081664562225
376,PARP1,PRKCD,0.2004745453596115
377,ALK,BCL2,0.20027929544448853
378,PARP1,TIPARP,0.20021244883537292
379,PEG3,TP53,0.19969627261161804
380,CDCA8,EIF5B,0.19968897104263306
381,HMGCR,TP53,0.19921961426734924
382,FH,POLR3B,0.19909244775772095
383,PBRM1,RRM1,0.19882732629776
384,MAPK1,RRM1,0.19875431060791016
385,EGFR,KDM6A,0.1985243707895279
386,SOS1,TP53,0.19791185855865479
387,AURKA,PARP1,0.19765977561473846
388,HSP90AA1,PARP1,0.1971399337053299
389,BRCA2,MDM2,0.1969713270664215
390,TP53,ZFPM2,0.19688178598880768
391,CDKN2A,MTOR,0.1961575746536255
392,EIF5B,MED9,0.19586005806922913
393,EIF3C,POLR3B,0.19516083598136902
394,AURKA,PIK3CA,0.19485260546207428
395,TP53,VPS13B,0.19448743760585785
396,HMGCR,PARP1,0.19429191946983337
397,ABCC10,COL3A1,0.19410523772239685
398,HSP90AA1,SLC28A1,0.1937136948108673
399,ATR,BRCA2,0.19327466189861298
400,KRAS,RRM1,0.1928253173828125
401,APC,PIK3CA,0.1916767954826355
402,MTOR,SPHK1,0.19163106381893158
403,MAPK1,POLR2A,0.19157551229000092
404,APC,BCL2,0.1913662850856781
405,FANCD2,TP53,0.19047412276268005
406,EIF3C,EMC7,0.1904240995645523
407,GTF3C3,RBBP8,0.1902320683002472
408,ATM,SMAD4,0.18975095450878143
409,EGFR,SPHK1,0.18927806615829468
410,ATM,PBRM1,0.18897514045238495
