epoch,costo_total,main_loss,preds_loss,vista_0_PPI,vista_1_Co-expression,vista_2_ME,vista_3_ProteinComplex,vista_4_Pathway
10,0.2355039,0.028876435,0.028406303,0.043881044,0.04631945,0.05520669,0.057415787,0.046868436
20,0.20735277,0.026377108,0.0240731,0.044146113,0.04241332,0.043854848,0.046378776,0.04458935
30,0.19025989,0.021806855,0.02187786,0.042310163,0.04185773,0.037560035,0.04193223,0.044168703
40,0.18339753,0.020464338,0.020639906,0.04160345,0.04085422,0.035007436,0.040635798,0.04465473
50,0.17855112,0.020884905,0.019873997,0.04087849,0.04038807,0.033002883,0.03799695,0.044263966
60,0.17413607,0.020356022,0.019563135,0.040040687,0.039396554,0.030576533,0.036887016,0.044188827
70,0.17253704,0.020660829,0.018997772,0.03983564,0.03985751,0.029627264,0.03635555,0.044125136
80,0.16899788,0.021399282,0.018212058,0.03956907,0.038822882,0.028238915,0.03482087,0.04383904
90,0.16747373,0.021380894,0.01777686,0.039376274,0.03847724,0.027357586,0.034941945,0.044078816
100,0.165732,0.020101648,0.018244145,0.0384004,0.03869856,0.026969213,0.03423269,0.04360255
110,0.16205466,0.0194244,0.017593084,0.038764384,0.037397537,0.025756503,0.033598393,0.043556675
120,0.16129164,0.020489777,0.01691957,0.0383602,0.037819903,0.02534765,0.03286838,0.043875076
130,0.16011819,0.020462371,0.016642058,0.038789943,0.036749937,0.025019398,0.03317419,0.04355269
140,0.15841277,0.019936413,0.016629614,0.038058676,0.03697389,0.023920637,0.032885693,0.04352299
150,0.15706792,0.018863168,0.017391192,0.037845887,0.036113936,0.023358285,0.0318883,0.043164197
160,0.15446933,0.02067496,0.016003707,0.036803734,0.035197474,0.023296751,0.031168763,0.043178204
170,0.15519409,0.018596062,0.017263087,0.037123047,0.035804037,0.022849858,0.031011514,0.043331265
180,0.15244746,0.019196624,0.01607692,0.036366455,0.03535943,0.022172868,0.030886116,0.04371011
190,0.15374045,0.02200513,0.015559537,0.036132507,0.03474297,0.022731295,0.030790564,0.043296415
200,0.15089016,0.019028218,0.015481031,0.036964044,0.03549698,0.021441352,0.030881077,0.043383006
210,0.14965996,0.018513277,0.015554423,0.036015153,0.036088996,0.021309523,0.030365221,0.042950824
220,0.1495202,0.019450653,0.01614377,0.035712257,0.033898566,0.02071687,0.02973538,0.042906933
230,0.14743796,0.018400446,0.01507168,0.037282035,0.033981603,0.020970717,0.029516552,0.043072686
240,0.14768383,0.01856159,0.015344194,0.036537625,0.033581384,0.021020003,0.029513119,0.04340429
250,0.14644162,0.018699652,0.015722396,0.034864552,0.033423286,0.019867009,0.029235857,0.043104615
10,0.23351711,0.026508955,0.028461386,0.04442285,0.04452021,0.06097828,0.05506256,0.04515841
20,0.20138636,0.022502966,0.022663185,0.04249453,0.042031046,0.046525918,0.047033135,0.044510394
30,0.19196963,0.023460912,0.020838501,0.04227327,0.042153243,0.03986235,0.042068575,0.04502876
40,0.18276036,0.021076374,0.02017249,0.04131014,0.039909236,0.036513858,0.039467707,0.045030758
50,0.17802815,0.019613398,0.020321185,0.040084396,0.04014996,0.034183692,0.037695233,0.04417402
60,0.17580885,0.019685393,0.020225579,0.03978356,0.03896464,0.032837857,0.036864337,0.044336773
70,0.17337526,0.01951505,0.019868847,0.03954689,0.039008368,0.03103739,0.036392678,0.044218857
80,0.17025165,0.020480251,0.019319082,0.03823845,0.037987243,0.029414756,0.035245705,0.044335898
