epoch,costo_total,main_loss,preds_loss,vista_0_PPI,vista_1_Co-expression,vista_2_ME,vista_3_ProteinComplex,vista_4_Pathway
200,0.13100544,0.018056443,0.015682241,0.034611937,0.034269407,0.021801177,0.029472904,0.043013614
10,0.20872515,0.027987303,0.027678147,0.0456974,0.04444507,0.060392525,0.054995216,0.045232892
20,0.18017593,0.025591098,0.022678915,0.042360064,0.042522684,0.042154368,0.046006717,0.045410156
30,0.16446978,0.021708827,0.019797314,0.04294672,0.04200739,0.03687954,0.039720334,0.044778656
40,0.15829349,0.021045934,0.0191889,0.040849283,0.04098296,0.033412904,0.038199488,0.044294868
50,0.15358242,0.020263093,0.018525839,0.04039422,0.04019824,0.030573675,0.03705226,0.044316918
60,0.14980318,0.018452331,0.018485615,0.039204482,0.03972667,0.02940015,0.036481928,0.043945998
70,0.14649816,0.01809941,0.01809482,0.039193857,0.038473547,0.028004602,0.035040695,0.043705504
80,0.14440885,0.017613592,0.01775867,0.03871974,0.0384469,0.027798908,0.03369652,0.043893766
90,0.14313278,0.019296136,0.016946645,0.038056154,0.03759688,0.026414417,0.034190655,0.043628585
100,0.14160763,0.019375721,0.016346468,0.037919335,0.037551396,0.026577907,0.032992974,0.04403631
110,0.14131066,0.019503513,0.016670763,0.037333272,0.0369581,0.02529328,0.03302153,0.04432505
120,0.14017761,0.019158637,0.016605558,0.037630837,0.03727498,0.024232173,0.032578506,0.04389924
130,0.13876921,0.019607356,0.016031,0.037967917,0.03656445,0.024295457,0.031912137,0.04345975
140,0.13740541,0.0190101,0.015996212,0.037114903,0.036234826,0.023642143,0.031719096,0.044094805
150,0.1368737,0.019459756,0.016196903,0.03635317,0.035972048,0.023168325,0.031215556,0.04333117
160,0.13471217,0.018336566,0.016035222,0.035769787,0.035636485,0.022752143,0.031251032,0.043200877
170,0.1342072,0.01990987,0.015261708,0.035980146,0.035146855,0.022331044,0.030347403,0.043742374
180,0.13255435,0.018536167,0.015397608,0.03639799,0.034380037,0.021706065,0.030523727,0.043438103
190,0.13231464,0.019926539,0.014927149,0.035279516,0.035067372,0.021227967,0.030111693,0.04338106
200,0.13149095,0.018279849,0.015288143,0.036094155,0.034645613,0.021268824,0.029930478,0.043330558
10,0.22996314,0.03306387,0.032228943,0.047322337,0.04771398,0.07028724,0.051400803,0.048158396
20,0.18993372,0.026195893,0.02517342,0.04434248,0.04539893,0.049330045,0.0435361,0.04417441
30,0.17431983,0.022410452,0.02308791,0.04261981,0.042096477,0.04188533,0.040438786,0.044426702
40,0.16664983,0.021531226,0.021198912,0.04217972,0.041653786,0.0391399,0.03807621,0.044391956
50,0.16006535,0.021193715,0.019895772,0.041778494,0.040951807,0.035626333,0.03567802,0.04412554
60,0.15584628,0.019917626,0.019219257,0.040726088,0.040392235,0.03432864,0.035117313,0.04441603
70,0.15497199,0.01955396,0.019812785,0.040267307,0.039956365,0.033211917,0.034104764,0.044044547
80,0.15082037,0.019175002,0.019065948,0.03968544,0.038943604,0.031079285,0.03309505,0.044223543
90,0.14917712,0.019871375,0.018201645,0.039807085,0.03921225,0.029651254,0.033473536,0.043660812
100,0.1479875,0.019155819,0.01848209,0.03920862,0.038385622,0.02946807,0.032715414,0.04395728
110,0.14513485,0.019229561,0.017524814,0.03931912,0.0376795,0.028810183,0.03212312,0.043779407
120,0.14476115,0.020220175,0.016984543,0.039530102,0.038142204,0.027573423,0.032346684,0.043551374
130,0.14322414,0.020065261,0.01694951,0.038536396,0.03796978,0.026933867,0.031115143,0.04396452
140,0.14117387,0.019327745,0.016750515,0.03824145,0.037189703,0.026200205,0.031574517,0.043484323
150,0.14012608,0.01905009,0.016641323,0.038376864,0.037022274,0.025416695,0.031203702,0.04356715
160,0.1392909,0.018133948,0.016561767,0.039141614,0.037696034,0.024838269,0.030788055,0.043602854
170,0.13760757,0.018623142,0.016109439,0.03853749,0.03645279,0.024981722,0.029817391,0.043741714
180,0.13717604,0.019381573,0.015761375,0.038403217,0.036424574,0.023938604,0.030107874,0.04366915
190,0.13696298,0.019822473,0.015627446,0.037631053,0.036419664,0.024389878,0.029891454,0.04343916
200,0.13503502,0.018708302,0.015507978,0.0372612,0.036358982,0.023759248,0.029826215,0.04341589
10,0.218203,0.030488033,0.03210412,0.04388698,0.045126945,0.06509771,0.047774825,0.045127004
20,0.17711295,0.023936322,0.023253025,0.041888975,0.04159706,0.045591034,0.040033925,0.044230178
30,0.16712643,0.021371955,0.021380937,0.04191675,0.041042477,0.041085366,0.03782938,0.04411122
40,0.15999655,0.021278989,0.020049348,0.041154847,0.03963328,0.036432914,0.035664547,0.044352148
50,0.15368536,0.019978771,0.018966323,0.04015872,0.03939693,0.03436111,0.033810638,0.04382048
60,0.15038732,0.01992497,0.01826093,0.03953134,0.038979392,0.03146612,0.033917274,0.043986864
70,0.1481407,0.018977646,0.01799909,0.039038308,0.038500443,0.031414293,0.033719394,0.04365732
80,0.14593303,0.019017607,0.018012017,0.03816923,0.03744171,0.030335093,0.03247361,0.043363143
90,0.14410175,0.019015888,0.017143667,0.038164735,0.038200527,0.029524127,0.0322305,0.043477148
100,0.14239515,0.019040277,0.017014118,0.038025998,0.036862914,0.028863339,0.03132842,0.04357261
110,0.14030474,0.019048652,0.016487405,0.038172763,0.03644086,0.02706027,0.031126866,0.043761812
120,0.14014801,0.019800972,0.016170489,0.038222168,0.03649464,0.026536558,0.031025847,0.043732908
130,0.1381243,0.017941935,0.016665118,0.038069546,0.03666755,0.025193755,0.03015302,0.043620378
140,0.13517907,0.018733695,0.015566801,0.037304964,0.03558912,0.025120715,0.029592244,0.043016545
150,0.13576189,0.019571189,0.0156932,0.036833532,0.035593458,0.024037551,0.030104982,0.04303908
160,0.13495328,0.016987165,0.016878238,0.0364942,0.03469051,0.023997774,0.029797899,0.043438893
170,0.13262045,0.017695485,0.015663859,0.036573146,0.0346634,0.02349289,0.029087445,0.04337762
180,0.13198435,0.01917452,0.014892985,0.035627313,0.035182353,0.02314983,0.029193204,0.042895023
190,0.12998612,0.017631028,0.014821471,0.035780977,0.034130197,0.022530492,0.02953945,0.043443207
200,0.13150719,0.017714811,0.015721882,0.035660163,0.034316447,0.023014022,0.028488945,0.04321765
