epoch,costo_total,main_loss,preds_loss,vista_0_PPI,vista_1_Co-expression,vista_2_ME,vista_3_ProteinComplex,vista_4_Pathway
10,0.20058972,0.028684288,0.02925243,0.044946242,0.042036828,0.048785746,0.046753712,0.04427859
20,0.17338131,0.025381466,0.022280619,0.042920996,0.04157874,0.038091138,0.03967934,0.044607002
30,0.15994656,0.020728713,0.02052553,0.041936744,0.04044569,0.03354791,0.036363516,0.044039723
40,0.15624604,0.022235926,0.01957247,0.041091308,0.03959542,0.029936314,0.03512648,0.043980815
50,0.14975853,0.02021766,0.018499382,0.04037668,0.03834131,0.028628467,0.03402353,0.04371423
60,0.15051481,0.019947179,0.019865561,0.04002249,0.03804197,0.026891978,0.033238113,0.043478463
70,0.14694995,0.01912813,0.019031534,0.039328393,0.038030233,0.026046684,0.03262338,0.0434888
80,0.14280313,0.020289456,0.016916193,0.0393185,0.03764047,0.02457859,0.0321325,0.043692514
90,0.13986102,0.018373974,0.016890543,0.038693585,0.037324578,0.024660679,0.031521752,0.043211292
100,0.13939643,0.020147052,0.016082892,0.038557313,0.037554484,0.023140578,0.031278264,0.04363653
110,0.13810165,0.018998323,0.016433137,0.038062118,0.03628503,0.023113042,0.0313083,0.043705605
120,0.13653912,0.017633436,0.01701039,0.037911773,0.03570892,0.022796417,0.03009477,0.04325792
130,0.13485448,0.017872479,0.016336156,0.037503034,0.0354854,0.022621445,0.029386314,0.043623164
140,0.13314897,0.017938966,0.015820207,0.03733731,0.035193462,0.021798637,0.029516388,0.043293364
150,0.13165349,0.016785089,0.016363205,0.036181852,0.035015862,0.020273134,0.029646702,0.043166418
160,0.13255571,0.01747991,0.015792249,0.037246272,0.03644591,0.021253064,0.028890098,0.043147247
170,0.13202399,0.017602216,0.0154401,0.0373711,0.036406536,0.020042991,0.029076962,0.044185553
180,0.12901466,0.017689811,0.014894457,0.03705466,0.034401428,0.01998853,0.028243808,0.04338345
190,0.12856214,0.017362079,0.015024384,0.036026046,0.03495346,0.01967042,0.028167313,0.043485336
200,0.12718622,0.018668689,0.014284252,0.035606805,0.034247924,0.018960528,0.02819818,0.042884618
10,0.1992408,0.02635554,0.026758501,0.043662384,0.04359169,0.053893063,0.05301476,0.04457465
20,0.17381716,0.023055552,0.022433106,0.041736152,0.04299165,0.04051876,0.04233639,0.044207826
30,0.1664702,0.022575561,0.021341907,0.041118123,0.0407796,0.035381496,0.040593218,0.04454921
40,0.15868556,0.021563139,0.019964738,0.040294062,0.04090409,0.032596562,0.036552537,0.044038646
50,0.15589684,0.020833341,0.019777857,0.039689697,0.040418677,0.031102821,0.035808433,0.043995935
60,0.15231158,0.020709693,0.019167857,0.03926728,0.040323015,0.028703386,0.03470906,0.043529607
70,0.15003607,0.019580733,0.019056926,0.039050967,0.039285403,0.028707037,0.0341803,0.043459255
80,0.14723831,0.020400165,0.018209727,0.038609795,0.039056126,0.02663139,0.03333972,0.043200348
90,0.14564125,0.019282073,0.01833497,0.038751893,0.038441077,0.025745379,0.033267953,0.043172188
100,0.14388521,0.019506538,0.018149829,0.03716832,0.037660554,0.025940843,0.03229647,0.043091826
110,0.14308761,0.020234765,0.01709534,0.03779284,0.037489474,0.025441239,0.03252063,0.044080134
120,0.14194888,0.020497194,0.017024968,0.037199542,0.03773553,0.024336392,0.031512868,0.044019174
130,0.13880739,0.01840735,0.017312832,0.035540514,0.036881033,0.023751011,0.031870153,0.04350605
140,0.1371545,0.018431047,0.016817153,0.035969585,0.036378868,0.023657888,0.030631809,0.043540157
150,0.13600181,0.019097628,0.016261926,0.035286233,0.03636349,0.02378126,0.030305758,0.043023918
160,0.13490704,0.018490775,0.016359342,0.03558669,0.03538823,0.022839049,0.03067139,0.042909805
170,0.13441104,0.018706236,0.016171828,0.03607549,0.035353255,0.022106193,0.030195944,0.04299141
180,0.1335196,0.018672304,0.015943624,0.035115123,0.035755873,0.021711623,0.029881038,0.043456458
190,0.13232687,0.018187227,0.01582024,0.03577891,0.03537813,0.021188475,0.029773952,0.042878874
